Apple iPad Pro 10.5in -64GB Wifi - 2017 Model - Gray (Renewed),$244.00,4.6 out of 5 stars,"1,242 global ratings","Apple iOS 10, A10X Fusion chip with 64-bit architecture Embedded M10 coprocessor,10.5 inch Retina Display, 2224 x 1668 Resolution, Wide Color and True Tone Display,23 MP iSight Camera, True Tone Flash, Panorama (up to 63MP), Four-Speaker Audio"
"NORTH BISON Kids Tablet, 7 inch Android 11.0 Tablet for Kids, 3GB 32GB Toddler Tablet with Bluetooth, WiFi, GMS, Parental Control, Dual Camera, Shockproof Case, Educational, Games",$,3.6 out of 5 stars,689 global ratings,"【Parental Control Mode】Kids Tablet with parental control mode, You can create and customize profiles for kids’ accounts, hand-pick content for your kids, control screen time, and ensure they are browsing safe websites. These security settings can be adjusted as kids grow with content tailored to their age.,【Pre-installed Kids App】 There are many kids free learning apps pre-installed in our toddler tablet. You can also download many other apps like Youtube, Netflix, Disney+, ABCmouse etc, from kids store or Google play store. Appropriate Age Grade Over 3 years old kids,【Android 11.0 / Battery Upgrade】1024x600 IPS HD Touch Screen, Android 11.0 OS, 3GB + 32GB, Wifi, Bluetooth, dual camera. you can expand the storage to 128 GB of SD cards for storing photos, music and videos with additional micro SD card extensions. The upgraded battery can last more than 6.5 hours, suitable for long-distance flights or road trips,【Standing Kids Tablet】The tablet case that can stand, so kids don't need to hold the tablet all the time while learning, watching and playing games. The case is made of impact-resistant soft silicone material that protects the tablet from scratches, dirt and bumps, drops, etc. Free hand while have pleasure, make happy double,【5-year Warranty】Our kids tablet offers a 5-year warranty and Lifetime customer service, we offer a one-month trial period, we will answer your any questions within 24 hours. Package includes：1 x Tablet PC, 1 x Protective Silicone Case, 1 x screen protector , 1 x OTG cable, 1 x Data Cable, 1 x User Manual"
"2018 Apple iPad (WiFi, 128GB) Space Gray (Renewed)",$229.00,4.6 out of 5 stars,"2,320 global ratings","9.7"" Multi-Touch Retina Display 2048 x 1536 Screen Resolution (264 ppi),Apple A10 Fusion SoC and M10 Coprocessor 4G LTE | 802.11ac Wi-Fi | Bluetooth 4.10,Front 1.2MP FaceTime HD Camera Rear 8MP Camera,Apple Pencil Support Night Shift | Touch ID Sensor"
"Apple iPad Mini 4, 16GB, Gold - WiFi + Cellular (Renewed)",$199.00,4.0 out of 5 stars,442 global ratings,"Renewed products look and work like new. These pre-owned products have been inspected and tested by Amazon-qualified suppliers, which typically perform a full diagnostic test, replacement of any defective parts, and a thorough cleaning process. Packaging and accessories may be generic. All products on Amazon Renewed come with a minimum 90-day supplier-backed warranty.,7.9"" Retina Display, 2048 x 1536 Resolution,Apple iOS 9, Dual-Core A8 Chip with Quad-Core Graphics,8 MP iSight Camera, 1080p HD Video Recording,16GB Capacity, Wi-Fi (802.11a, b, g, n, ac) + Cellular + MIMO + Bluetooth 4.2"
Apple iPad Pro 10.5in - 256GB Wifi - 2017 Model - Gold (Renewed),$,4.5 out of 5 stars,180 global ratings,"12 MP iSight Camera, True Tone Flash, Panorama (up to 63MP), Four-Speaker Audio,Apple iOS 10, A10X Fusion chip with 64-bit architecture Embedded M10 coprocessor,10.5 inch Retina Display, 2224 x 1668 Resolution, Wide Color and True Tone Display"
"Apple iPad Pro (32GB, Wi-Fi + Cellular, Gray) 9.7in Tablet (Renewed)",$189.99,4.2 out of 5 stars,269 global ratings,"24 Megapixel Camera (3264 x 2448 pixels) w/ Autofocus + Front-facing 1.2 Megapixel Camera w/ face detection, HDR, FaceTime over Wi-Fi,9.7-inch LED-backlit IPS LCD Multi-Touchscreen,Dual-Core 2.26 GHz (Twister) Processor, Chipset: Apple A9X; Wi-Fi 802.11 a, b, g, n, ac, Bluetooth: v4.0, A2DP, EDR, USB: v3.0, reversible connector, GPS: with A-GPS, GLONASS (Wi-Fi)"
"2020 Apple iPad Pro (12.9-inch, Wi-Fi + Cellular, 512GB) - Space Gray (Renewed)",$,4.5 out of 5 stars,38 global ratings,"12.9-Inch Edge-to-Edge Liquid Retina Display with ProMotion, True Tone, and P3 Wide Color,A12Z Bionic Chip with Neural Engine - 802.11AX Wi-Fi 6 - Up to 10 Hours of Battery Life/Charge,12MP Wide Camera, 10MP Ultra Wide Camera, 7MP TrueDepth Front Camera, and LIDAR Scanner,Four Speaker Audio and Five Studio-Quality Microphones - Face ID for Secure Authentication and Apple Pay,USB-C Connector for Charging and Accessories - Support for Magic Keyboard, Smart Keyboard Folio, and Apple Pencil"
Apple iPad Air 4-256GB - WiFi + Cellular - Sky Blue (Renewed Premium),$705.15,,,Speakers. Top button/Touch ID sensor. Microphones. Volume up/down. Camera. Magnetic connector. Nano-SIM tray (cellular models). Smart Connector. USB-C connector
Apple iPad 10.2 Inch (2019) Wi-Fi + Cellular 32 GB - Gold (Renewed),$249.00,4.6 out of 5 stars,19 global ratings,"10.2-Inch Retina display, ProMotion technology, Wide color display (P3) wtih True Tone display technology,Four-speaker audio,FaceTime HD camera and iSight camera with flash,Apple Pencil Support,Smart Keyboard support"
Apple iPad Air 4-256GB - WiFi - Green (Renewed Premium),$556.07,,,Speakers. Top button/Touch ID sensor. Microphones. Volume up/down. Camera. Magnetic connector. Nano-SIM tray (cellular models). Smart Connector. USB-C connector
"Apple 9.7in iPad (6th Generation, 128GB, Wi-Fi + 4G LTE, Gold) (Renewed)",$,4.5 out of 5 stars,130 global ratings,"9.7"" Multi-Touch Retina Display 2048 x 1536 Screen Resolution (264 ppi),Apple A10 Fusion SoC and M10 Coprocessor 4G LTE | 802.11ac Wi-Fi | Bluetooth 4.12,Front 1.2MP FaceTime HD Camera Rear 8MP Camera,Apple Pencil Support Night Shift | Touch ID Sensor"
"Certified Refurbished Fire HD 10 tablet, 10.1"", 1080p Full HD, 32 GB, latest model (2021 release), Black",$,4.5 out of 5 stars,"4,627 global ratings","A Certified Refurbished Fire HD 10 tablet is refurbished, tested, and certified to look and work like new and comes with the same limited warranty as a new device. Certified Refurbished Amazon devices may be packaged in generic Amazon-branded boxes.,Fast and responsive - powerful octa-core processor and 3 GB RAM. 50% more RAM than previous generation.,Long-lasting 12-hour battery and 32 or 64 GB internal storage. Add up to 1 TB with microSD (sold separately).,Brighter display - Vivid 10.1"" 1080p Full HD display is 10% brighter than previous generation, with more than 2 million pixels.,Enjoy your favorite apps like Netflix, Facebook, Hulu, Instagram, TikTok, and more through Amazon’s Appstore (Google Play not supported. Subscription for some apps required).,Stay connected - Download apps like Zoom, or ask Alexa to make video calls to friends and family.,Get more done – Check email, update shopping lists, and set reminders. Use your favorite apps like Microsoft Office, OneNote, and Dropbox.,Hands-free with Alexa, including on/off toggle.,Thinner and lighter than previous generation. Screen made with strengthened aluminosilicate glass.,Split screen – All-new feature for Fire OS that shows two compatible apps, like Facebook Messenger and Prime Video, open side by side for easy multitasking."
"CWOWDEFU Tablet 8 Inch Android 11,WiFi 5G + AX WiFi 6,Dual Camera 5MP+8MP,800x1280 IPS HD,2GB RAM 32GB ROM TF Expansion 256GB,Quad-Core A133, Bluetooth 5.0 (Black)",$,3.4 out of 5 stars,27 global ratings,"This Android 8 inch Tablet has a Powerful Quad core 1.6GHz Processor Coupled With 2GB RAM,32GB ROM(expand to 256GB storage)Gives you a Smoothier Multimedia Experience.Tablet has Built-in Android 11 System and GMS Certification to Download a large number of free apps(like Facebook, Twitter, Instagram, etc.) from Google Play Store.It is a Tablet computer suitable for entertainment.,Android 11 Tablet With the Latest AX_WiFi 6+BT 5.0,You can Consume more Bandwidth Demanding apps,Games and Videos With Faster internet.Additionally,wifi 6 helps improve device battery life and internet security.,8 inch 800*1280 Multi-Touch Capacitive Screen,Restore The Original Color of The image,Allowing you to Watch the Video More Clearly. It's also a Dual Camera Tablet,and the Front-facing 5MP Camera Provides HD Video to Chat With your Family,Friends,Relatives,and Colleagues.The 8MP rear Camera can Meet your Daily Camera Needs.,Medium size,The 8 inch Tablet is Ultra-thin and Lightweight (325g),Easy to Carry With one Hand when Working,Studying,or Going out.Combined With dark Mode to Protect your eyes,Read with one hand held for long Periods of time.Perfect for Kids,Online lessons,Movies,Reading and Browsing.,With AI intelligent power management,Cwowdefu Tablet has all-day battery life,so it’s always ready for any task or project.At the same time,Cwowdefu is a brand with its own quality assurance factory.Please feel free to contact the seller for any problems,we will try our best to satify our customer."
"YOBANSE Kids Tablet, 7 inch Tablet for 3GB RAM 32GB ROM Android 11.0 Toddler with Bluetooth, WiFi, GMS, Parental Control, Dual Camera, Shockproof Case, Educational, Games…",$,3.6 out of 5 stars,"1,925 global ratings","【Parental Control Mode】 Kids Tablet with parental control mode, You can create and customize profiles for kids’ accounts, hand-pick content for your kids, control screen time, and ensure they are browsing safe websites. These security settings can be adjusted as kids grow with content tailored to their age.Appropriate Age Grade Over 3 years old kids,【Large Storage and Battery Upgrade】1024x600 IPS FHD Touch Screen, Android 11.0 OS, 3GB + 32GB, Wifi, Bluetooth, dual camera. you can expand the storage to 128 GB of SD cards for storing photos, music and videos with additional micro SD card extensions. The upgraded battery can last more than 6 hours, suitable for long-distance flights or road trips,【Multiple Function Tablet for Kids】Our tablet for kids has so many apps already pre-installed on the tablet such as abcmouse ,Youtube, Netflix, Google play, many interesting puzzle games, books, music, movies, and art learning. with hundreds of free pre-installed applications, children's tablets make it easy for a child to explore games, Media, e-Book, Painting, and Notes,【Kids Tablet with Case】The tablet case that can stand, so kids don't need to hold the tablet all the time while learning, watching and playing games. The case is made of soft silicone material that protects the tablet from scratches, bumps, and drops, etc. let the kids fondle admiring,【5-year Warranty】Our kids tablet offers a 5-year warranty and Lifetime customer service, we will answer your any questions within 24 hours. Package includes：1 x Tablet PC, 1 x Protective Silicone Case, 1 x screen protector , 1 x OTG cable, 1 x Data Cable, 1 x User Manual"
Apple iPad (8th Gen.) - 128GB - WiFi - Gold (Renewed Premium),$380.00,,,Smart Connector. 3.5 mm headphone jack. Stereo speakers. On/Off - Sleep/Wake. Home/Touch ID sensor. Dual microphones. Volume up/down. Nano-SIM tray (cellular models). Lightning connector
"Tablet 10.1 inch Android 11 Tablets, 2 in 1 Tablet with Keyboard, 4GB RAM 64GB ROM 256GB Expandable, 4G Cellular, Octa-Core Processor, 13 MP Camera, Google Certified 2.4G WiFi Tablet Black",$,4.1 out of 5 stars,186 global ratings,"[Multifunctional 4G LTE Phone Tablet with Multiple Accessories] Android 11.0 tablet with pen mouse keyboard and more, support 4G network/cellular network and WIFI, make the tablet both a smartphone and a tablet. You can make phone calls and surf the internet anywhere, 10.1 inch tablet with GPS, Bluetooth 5.0, FM, OTG and WiFi. With Google Play pre-installed, you can download apps like Facebook, Twitter, Instagram, and more,[4 GB RAM + 64 GB ROM + 256 GB Expandable + Octa-Core]2 in 1 Android tablet with 4 GB RAM, 64 GB ROM. large storage space for your daily entertainment and work needs. For example, keep games, videos, songs, eBooks, photos and important files. With the updated Android 11 with octa-core processor, you can enjoy a user-friendly experience,[13 MP Rear Camera + 5 MP HD Front Camera + 1280*800 IPS Full HD Screen]10.1 inch Tablet with 13 MP rear camera and 5 MP front camera. With dual front and rear cameras, you can capture every beautiful moment in your life and take photos and videos. 1280x800 IPS HD display restores images to their original colors, allowing you to watch 1080P Full HD videos and movies more clearly,[6000mAh Large Battery + Latest Android 11.0 OS]EITOMIN tablet uses 6000mAh battery. Tablet Android 6580mAh large battery can be used for days. (408 hours of standby, 20 hours of talk, 28 hours of MP3 music, 8 hours of online video) Never worry about losing contact with your friends again!,[Lifetime Customer Service] We provide lifetime technical support and 1 year warranty. If you encounter any problem during use, please contact us immediately and we will solve your problem as soon as possible"
"Blackview 2023 New Tab 12 Pro Android 12 Tablets 10"" inch Tablet 14 (8+6 Expand) GB RAM + 128 GB ROM 1TB Expand Tablet PC, 1920 * 1200 FHD+IPS, Octa-core，2.4G/5G WiFi, Bluetooth 5.0 GPS Gray",$,4.3 out of 5 stars,208 global ratings,"【14GB(8+6Expand) RAM+128GB ROM+Core Processor】The blackview Tab12 Pro features an octa-core processor, built-in 14 (8+6 virtual memory) GB RAM + 128 GB (expandable to 1 TB) ROM, which can support you to run multiple software smoothly, download and store your favorite books, songs, photos, movies, games and anything you want and fully enjoy without worrying about running out of space. The UMS9230 (T606) 8-core processor supports you to play all kinds of tablet games without worrying about lag.,【2.4G&5G WIFI+Android 12】The android 12 tablet support 2.4G&5GWiFi , A wifi connection that is compatible with both allows you to have more stable and faster internet speeds than a single connection.The Tab12Pro Android tablet is equipped with battery up to 6580mAh. Achieve up to 7.5hours of video battery life, and use the Fast Charging adapter to charge more easily ,At the same time, we adopt the latest android 12 system in 2023, which supports and adapts to your download and use of various software to meet your daily work and study needs.,【10.1 Inch INCELL 1920*1200 FHD IPS Screen 】 Blackview android tablet provide a 10.1 inch 1920*1200 rresolution screen,which has a more wide viewing angle/high resolution images and fantastic vesion, We are equipped with an eye-friendly mode that allows you to enjoy videos more freely and healthily.At the same time,it equipped with parental control system, provieding more healthy method for children using.,【5MP+13MP&GPS&Face Recogincation】 Blackview 10.1-inch Android tablet With a built-in 13MP rear camera and 5MP camera, it provides you with excellent video recording and photo taking experience, perfect for video calling and video conferencing. We also support GPS+GLONASS+Beidou+Galileo four navigation modes and face facial recognition system to provide safety assurance during your travel and business trip, meanwhile we provide 2 years warranty, any problem please feel free to contact us via backstage!,【7.4mm+430g Extremely thing body】This tablet is very thin, only 7.4mm wide and weighs only 430 grams, it uses a very thin body and non-glossy material to provide you with a more comfortable experience, when using this tablet, you can not only enjoy the high-speed and smooth video experience, but also smoothly complete your game operation, providing you with an excellent gaming experience.,【2-year Warranty+Durable Case】Blackview Tab12 Pro Tablet comes with a two-year warranty, if you have any questions please feel free to contact us, we will help you within 24 hours to solve your problems. 𝐖𝐞 𝐚𝐥𝐬𝐨 𝐢𝐧𝐜𝐥𝐮𝐝𝐞 𝐚 𝐟𝐫𝐞𝐞 𝐩𝐫𝐨𝐭𝐞𝐜𝐭𝐢𝐯𝐞 𝐜𝐚𝐬𝐞 𝐚𝐧𝐝 𝐭𝐞𝐦𝐩𝐞𝐫𝐞𝐝 𝐟𝐢𝐥𝐦 𝐢𝐧 𝐭𝐡𝐞 𝐩𝐚𝐜𝐤𝐚𝐠𝐞 𝐭𝐨 𝐩𝐫𝐨𝐭𝐞𝐜𝐭 𝐲𝐨𝐮𝐫 𝐝𝐚𝐢𝐥𝐲 𝐮𝐬𝐞.Also Valentine's Day, Birthday, Children's Day,Father's Day Gift"
"SAMSUNG Galaxy Tab A8 2022 WiFi 10.5 inch 7040 mAh 8MP SM-X200 International Version Dual Camera (w/Fast Car Charger Bundle) (Silver, 32GB+3GB)",$,4.5 out of 5 stars,77 global ratings,"International Model, Does not have US warranty. ONLY WIFI.,10.5 Inch 1920X1200 (WUXGA+) TFT / Android 11,Octa-core (4x2.0 GHz Kryo 260 Gold & 4x1.8 GHz Kryo 260 Silver) 3GB Ram Support 1TB Micro SD (not included) Mali G52 MP2,Wi-Fi 802.11 a/b/g/n/ac, dual-band, Wi-Fi Direct,,8MP Rear Camera + 5 MP Front Camera"
Apple iPad (8th Gen.) - 32GB - WiFi - Gold (Renewed Premium),$329.00,,,Smart Connector. 3.5 mm headphone jack. Stereo speakers. On/Off - Sleep/Wake. Home/Touch ID sensor. Dual microphones. Volume up/down. Nano-SIM tray (cellular models). Lightning connector
,,,,
